Pos.,Giocatore,Nazione,Ruolo,Squadra,Competizione,Età,Nato,PG,Tit,Min,90 min,Reti,Assist,G+A,R - Rig,Rigori,Rig T,Amm.,Esp.,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,Tiri totali,Tiri in porta,Falli commessi,Falli subiti,Fuorigioco
1457,Marvin,ESP,Dif.Att,Las Palmas,La Liga,24-207,2000,10,6,536,6.0,0,0,0,0,0,0,3,0,0.1,0.1,0.6,0.7,17,17,1,0,10,11,0
1458,Omar Mascarell,EQG,Cen,Mallorca,La Liga,31-359,1993,18,11,1.071,11.9,0,0,0,0,0,0,4,1,0.2,0.2,0.1,0.2,7,41,3,1,18,10,0
1459,Adam Masina,MAR,Dif,Torino,Serie A,31-024,1994,18,15,1.436,16.0,1,2,3,1,0,0,4,0,0.2,0.2,0.3,0.5,13,61,4,2,16,14,1
1460,Patrizio Masini,ITA,Cen.Att,Genoa,Serie A,23-365,2001,9,1,210,2.3,1,0,1,1,0,0,1,0,0.3,0.3,0.0,0.3,8,4,3,1,9,8,0
1461,Erhan Mašović,SRB,Dif,Bochum,Bundesliga,26-065,1998,10,8,668,7.4,0,1,1,0,0,0,1,0,0.5,0.5,0.8,1.4,1,29,6,3,9,3,0
1462,Han-Noah Massengo,FRA,Cen,Auxerre,Ligue 1,23-203,2001,3,2,206,2.3,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,2,7,2,1,4,3,0
1463,Clinton Mata,ANG,Dif,Lyon,Ligue 1,32-080,1992,15,14,1.267,14.1,0,3,3,0,0,0,2,0,0.2,0.2,1.2,1.4,15,52,4,0,15,18,1
1464,Jaime Mata,ESP,Att,Las Palmas,La Liga,36-094,1988,18,3,404,4.5,0,0,0,0,0,0,4,0,1.8,1.8,0.1,2.0,5,4,9,3,13,7,8
1465,Igor Matanovic,CRO,Att,Eint Frankfurt,Bundesliga,21-301,2003,14,2,294,3.3,1,0,1,1,0,0,0,0,1.1,1.1,0.0,1.2,2,6,12,4,6,9,1
1466,Pape Matar Sarr,SEN,Cen,Tottenham,Premier League,22-134,2002,22,14,1.179,13.1,1,2,3,1,0,0,4,0,2.1,2.1,1.3,3.4,22,62,20,9,19,23,1
1467,Eliot Matazo,BEL,Cen,Monaco,Ligue 1,22-346,2002,3,1,68,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,7,0,0,0,2,0
1468,Jean-Philippe Mateta,FRA,Att,Crystal Palace,Premier League,27-212,1997,22,20,1.682,18.7,8,1,9,6,2,2,2,0,7.8,6.2,2.0,8.2,26,32,42,14,16,19,9
1469,Nemanja Matić,SRB,Cen,Lyon,Ligue 1,36-178,1988,14,13,1.091,12.1,0,0,0,0,0,0,0,0,0.0,0.0,0.7,0.7,24,96,1,1,10,4,0
1470,Chrislain Matsima,FRA,Dif,Augsburg,Bundesliga,22-256,2002,15,13,1.201,13.3,1,0,1,1,0,0,3,0,1.0,1.0,0.1,1.1,6,41,7,1,6,7,0
1471,Jean Mattéo Bahoya,FRA,Cen.Dif,Eint Frankfurt,Bundesliga,19-264,2005,10,1,221,2.5,0,1,1,0,0,0,1,0,0.2,0.2,0.5,0.7,8,8,3,1,4,3,1
1472,Alan Matturro,URU,Dif,Genoa,Serie A,20-107,2004,8,7,652,7.2,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.3,6,12,3,3,7,5,1
1473,Azor Matusiwa,NED,Cen,Rennes,Ligue 1,26-273,1998,18,17,1.462,16.2,0,0,0,0,0,0,2,0,0.2,0.2,0.8,1.1,8,93,5,0,23,22,0
1474,Neal Maupay,FRA,Att,Marseille,Ligue 1,28-165,1996,14,11,779,8.7,3,4,7,3,0,0,3,1,3.3,3.3,2.1,5.4,7,26,15,7,8,15,1
1475,Maurides,BRA,Att,St. Pauli,Bundesliga,30-322,1994,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
1476,Stephy Mavididi,ENG,Att,Leicester City,Premier League,26-240,1998,21,14,1.275,14.2,3,1,4,3,0,0,2,0,1.5,1.5,2.4,3.9,66,51,19,6,15,13,2
1477,Konstantinos Mavropanos,GRE,Dif,West Ham,Premier League,27-046,1997,19,15,1.386,15.4,0,0,0,0,0,0,4,1,0.9,0.9,0.5,1.3,12,45,12,2,11,10,2
1478,Christian Mawissa,FRA,Dif,Monaco,Ligue 1,19-283,2005,9,6,543,6.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,7,14,0,0,4,6,0
1479,Keke Maximilian Topp,GER,Att.Cen,Werder Bremen,Bundesliga,20-307,2004,11,1,194,2.2,1,1,2,1,0,0,1,0,0.7,0.7,1.3,2.0,6,3,4,3,5,5,2
1480,Borja Mayoral,ESP,Att,Getafe,La Liga,27-296,1997,6,0,158,1.8,2,0,2,1,1,1,0,0,1.4,0.6,0.3,0.9,0,2,4,2,2,1,2
1481,Senny Mayulu,FRA,Cen,Paris S-G,Ligue 1,18-254,2006,10,3,283,3.1,1,0,1,1,0,0,1,0,2.0,2.0,0.7,2.7,11,15,14,5,11,5,0
1482,Noussair Mazraoui,MAR,Dif,Manchester Utd,Premier League,27-073,1997,22,20,1.684,18.7,0,1,1,0,0,0,1,0,0.4,0.4,0.5,0.9,24,75,9,2,24,12,3
1483,Luca Mazzitelli,ITA,Cen,Como,Serie A,29-072,1995,11,3,335,3.7,1,1,2,1,0,0,1,0,0.2,0.2,0.6,0.8,2,27,7,3,9,4,0
1484,Pasquale Mazzocchi,ITA,Dif.Att,Napoli,Serie A,29-183,1995,13,4,422,4.7,0,0,0,0,0,0,2,0,0.1,0.1,0.4,0.5,12,18,2,1,4,3,1
1485,Samuel Mbangula,BEL,Att,Juventus,Serie A,21-010,2004,16,7,619,6.9,3,2,5,3,0,0,1,0,0.4,0.4,1.0,1.4,23,15,7,4,6,12,0
1486,Ethan Mbappé,FRA,Cen.Att,Lille,Ligue 1,18-028,2006,4,1,82,0.9,0,0,0,0,0,0,1,0,0.7,0.7,0.6,1.3,1,4,4,2,3,0,0
1487,Kylian Mbappé,FRA,Att,Real Madrid,La Liga,26-037,1998,19,19,1.638,18.2,15,2,17,10,5,6,3,0,14.6,9.9,3.7,13.6,88,80,80,39,14,19,32
1488,Ibrahim Mbaye,FRA,Att.Cen,Paris S-G,Ligue 1,17-002,2008,5,1,87,1.0,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,3,3,2,2,2,1,0
1489,Bryan Mbeumo,CMR,Att,Brentford,Premier League,25-172,1999,22,22,1.974,21.9,13,3,16,10,3,3,2,0,6.8,4.4,5.4,9.8,75,87,39,22,14,25,10
1490,James Mcatee,ENG,Cen.Att,Manchester City,Premier League,22-100,2002,6,0,70,0.8,1,0,1,1,0,0,0,0,0.8,0.8,0.0,0.8,3,3,4,1,2,1,0
1491,Kasey McAteer,IRL,Att.Cen,Leicester City,Premier League,23-065,2001,11,4,386,4.3,0,1,1,0,0,0,1,0,0.6,0.6,0.4,0.9,13,8,6,2,9,10,2
1492,Oliver McBurnie,SCO,Att,Las Palmas,La Liga,28-236,1996,17,7,755,8.4,0,3,3,0,0,0,0,0,1.0,1.0,1.6,2.6,3,14,11,4,13,10,2
1493,Alex McCarthy,ENG,Por,Southampton,Premier League,35-054,1989,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0
1494,John McGinn,SCO,Att.Cen,Aston Villa,Premier League,30-100,1994,18,16,1.254,13.9,0,3,3,0,0,0,3,0,1.8,1.8,2.5,4.3,22,57,19,2,20,38,3
1495,Scott McKenna,SCO,Dif,Las Palmas,La Liga,28-075,1996,17,16,1.448,16.1,0,0,0,0,0,0,2,0,0.8,0.8,0.2,0.9,4,16,5,0,6,2,0
1496,Weston McKennie,USA,Cen.Dif,Juventus,Serie A,26-151,1998,16,12,1.050,11.7,2,3,5,2,0,0,2,0,1.2,1.2,1.3,2.4,12,39,8,5,14,6,0
1497,Mark McKenzie,USA,Dif,Toulouse,Ligue 1,25-336,1999,16,16,1.414,15.7,0,0,0,0,0,0,1,0,0.4,0.4,0.4,0.8,3,46,3,0,16,8,1
1498,Dwight McNeil,ENG,Cen.Att,Everton,Premier League,25-065,1999,13,13,1.140,12.7,3,3,6,3,0,0,1,0,0.9,0.9,3.5,4.4,31,60,23,8,6,13,1
1499,Scott McTominay,SCO,Cen,Manchester Utd,Premier League,28-049,1996,2,0,19,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,1,1,0,0,0,0
1500,Scott McTominay,SCO,Cen,Napoli,Serie A,28-049,1996,19,18,1.614,17.9,5,2,7,5,0,0,2,0,3.7,3.7,1.4,5.1,30,56,1,0,0,0,0
1501,Jakov Medić,CRO,Dif,Bochum,Bundesliga,26-141,1998,15,11,1.068,11.9,0,0,0,0,0,0,1,0,0.3,0.3,0.1,0.4,1,14,7,1,6,5,0
1502,Facundo Medina,ARG,Dif.Cen,Lens,Ligue 1,25-243,1999,16,16,1.408,15.6,0,0,0,0,0,0,4,0,1.0,1.0,0.4,1.5,29,96,14,2,16,13,0
1503,Ben Mee,ENG,Dif,Brentford,Premier League,35-127,1989,5,2,176,2.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,3,11,0,0,5,0,0
1504,Jayden Meghoma,ENG,Dif,Brentford,Premier League,18-212,2006,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
1505,Henrik Meister,DEN,Att,Rennes,Ligue 1,21-070,2003,4,0,63,0.7,1,0,1,1,0,0,0,0,0.1,0.1,0.3,0.3,2,1,2,1,3,1,0
1506,Bamo Meïté,CIV,Dif.Cen,Marseille,Ligue 1,23-054,2001,3,0,26,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0
1507,Mohamed Meité,FRA,Att.Dif,Rennes,Ligue 1,17-107,2007,3,0,20,0.2,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,1,0,1,1,2,0,1
1508,Mateo Mejía,ESP,Att,Sevilla,La Liga,21-301,2003,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0
1509,Farid El Melali,ALG,Att,Angers,Ligue 1,27-266,1997,16,14,1.157,12.9,1,2,3,1,0,0,1,0,1.7,1.7,2.5,4.2,42,22,26,9,12,26,6
1510,Filippo Melegoni,ITA,Cen.Att,Genoa,Serie A,25-343,1999,3,1,89,1.0,0,1,1,0,0,0,0,0,0.0,0.0,0.5,0.5,0,1,1,0,0,1,0
1511,Nuno Mendes,POR,Dif,Paris S-G,Ligue 1,22-221,2002,12,11,902,10.0,0,1,1,0,0,0,1,0,0.9,0.9,2.1,3.0,34,73,9,6,7,13,1
1512,Brais Méndez,ESP,Cen,Real Sociedad,La Liga,28-019,1997,17,14,1.154,12.8,2,1,3,2,0,0,4,0,2.4,2.4,1.6,4.0,22,61,20,6,31,33,7
1513,Antoine Mendy,FRA,Dif,Nice,Ligue 1,20-244,2004,10,5,537,6.0,0,0,0,0,0,0,1,0,0.4,0.4,0.0,0.5,9,19,4,1,5,7,0
1514,Ferland Mendy,FRA,Dif,Real Madrid,La Liga,29-232,1995,12,10,831,9.2,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,9,31,0,0,5,5,0
1515,Nampalys Mendy,SEN,Cen,Lens,Ligue 1,32-217,1992,4,1,110,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,7,0,0,1,3,0
1516,Gideon Mensah,GHA,Dif,Auxerre,Ligue 1,26-192,1998,14,13,1.195,13.3,0,1,1,0,0,0,2,0,0.2,0.2,1.8,1.9,31,61,3,1,18,15,1
1517,Alex Meret,ITA,Por,Napoli,Serie A,27-310,1997,19,19,1.655,18.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,3,0
1518,Mikel Merino,ESP,Cen,Arsenal,Premier League,28-218,1996,15,8,760,8.4,2,1,3,2,0,0,2,0,2.2,2.2,0.9,3.1,4,42,16,6,20,12,3
1519,Quentin Merlin,FRA,Dif.Cen,Marseille,Ligue 1,22-255,2002,11,9,727,8.1,1,3,4,1,0,0,1,0,0.6,0.6,1.6,2.2,10,43,9,4,8,9,0
1520,Víctor Meseguer,ESP,Cen,Valladolid,La Liga,25-231,1999,14,2,418,4.6,0,0,0,0,0,0,1,0,0.7,0.7,0.0,0.7,2,22,6,0,8,5,0
1521,Rafik Messali,FRA,Cen,Toulouse,Ligue 1,21-273,2003,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
1522,Junior Messias,BRA,Cen.Att,Genoa,Serie A,33-258,1991,5,3,310,3.4,1,0,1,1,0,1,0,0,1.9,1.0,0.2,1.2,11,10,9,3,1,8,0
1523,Connor Metcalfe,AUS,Cen,St. Pauli,Bundesliga,25-082,1999,4,2,227,2.5,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.5,5,6,3,2,4,3,0
1524,Karol Mets,EST,Dif,St. Pauli,Bundesliga,31-255,1993,10,10,900,10.0,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.3,5,54,3,0,7,5,0
1525,Thomas Meunier,BEL,Dif,Lille,Ligue 1,33-136,1991,16,9,820,9.1,1,0,1,1,0,0,2,0,1.2,1.2,0.3,1.6,25,53,17,6,9,1,2
1526,Alexander Meyer,GER,Por,Dortmund,Bundesliga,33-288,1991,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,0,0,0,0,0,0
1527,Lucas Michal,FRA,Att.Cen,Monaco,Ligue 1,19-219,2005,3,0,66,0.7,0,0,0,0,0,0,0,0,0.2,0.2,0.9,1.1,3,3,2,1,2,2,0
1528,Florian Micheler,AUT,Cen,Hoffenheim,Bundesliga,19-254,2005,1,0,32,0.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,1,0,0,1,0,0
1529,Miguel,ESP,Att,Leganés,La Liga,25-145,1999,19,14,1.273,14.1,1,3,4,0,1,1,3,0,3.0,2.2,1.4,3.6,12,12,23,11,19,23,10
1530,Valentin Mihaila,ROU,Att.Cen,Parma,Serie A,24-359,2000,19,14,1.168,13.0,0,3,3,0,0,0,2,0,2.3,2.3,1.1,3.4,21,38,28,8,16,18,1
1531,Georges Mikautadze,GEO,Att,Lyon,Ligue 1,24-087,2000,18,6,700,7.8,4,1,5,3,1,2,1,0,5.1,3.4,1.0,4.3,20,31,26,11,2,13,2
1532,Igor Miladinović,SRB,Att.Cen,Saint-Étienne,Ligue 1,21-232,2003,3,0,26,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0
1533,Nikola Milenković,SRB,Dif,Nott'ham Forest,Premier League,27-106,1997,22,22,1.980,22.0,2,1,3,2,0,0,2,0,3.1,3.1,0.2,3.3,2,35,22,5,10,3,1
1534,Lewis Miley,ENG,Cen,Newcastle Utd,Premier League,18-270,2006,4,0,32,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,0
1535,Vanja Milinković-Savić,SRB,Por,Torino,Serie A,27-341,1997,21,21,1.890,21.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,0,0,0,0,0,5,0
1536,Éder Militão,BRA,Dif,Real Madrid,La Liga,27-008,1998,12,11,938,10.4,1,1,2,1,0,0,2,0,0.6,0.6,0.5,1.1,7,46,10,3,18,8,0
1537,Luis Milla,ESP,Cen,Getafe,La Liga,30-111,1994,20,20,1.784,19.8,1,2,3,0,1,1,2,0,1.4,0.7,1.8,2.5,23,103,22,3,27,32,0
1538,Pere Milla,ESP,Cen.Att,Espanyol,La Liga,32-125,1992,8,1,227,2.5,0,0,0,0,0,0,2,0,0.2,0.2,0.1,0.3,4,3,5,2,3,8,1
1539,Enzo Millot,FRA,Cen.Att,Stuttgart,Bundesliga,22-193,2002,18,14,1.165,12.9,4,2,6,4,0,1,5,0,6.3,5.4,2.1,7.5,23,79,34,13,15,23,2
1540,James Milner,ENG,Cen,Brighton,Premier League,39-022,1986,3,3,169,1.9,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.4,1,10,2,0,3,1,0
1541,Kim Min-jae,KOR,Dif,Bayern Munich,Bundesliga,28-072,1996,18,18,1.555,17.3,2,0,2,2,0,0,2,0,0.9,0.9,0.2,1.1,12,142,5,4,17,4,0
1542,Yerry Mina,COL,Dif,Cagliari,Serie A,30-125,1994,18,18,1.449,16.1,0,0,0,0,0,0,6,1,1.5,1.5,0.3,1.8,9,48,19,4,23,31,2
1543,Takumi Minamino,JPN,Cen.Att,Monaco,Ligue 1,30-010,1995,16,13,1.128,12.5,1,1,2,1,0,0,2,0,4.3,4.3,3.9,8.1,26,62,30,9,11,13,6
1544,Lucas Mincarelli,FRA,Dif,Montpellier,Ligue 1,21-021,2004,4,3,251,2.8,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,6,11,1,1,4,5,0
1545,Tyrone Mings,ENG,Dif,Aston Villa,Premier League,31-319,1993,5,4,431,4.8,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.4,1,17,3,0,2,3,0
1546,Óscar Mingueza,ESP,Cen.Dif,Celta Vigo,La Liga,25-258,1999,19,18,1.498,16.6,2,5,7,2,0,0,3,1,0.7,0.7,4.3,5.0,44,88,16,4,14,11,1
1547,Kim Minsu,KOR,Cen.Att,Girona,La Liga,19-007,2006,3,0,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0
1548,Yankuba Minteh,GAM,Att.Cen,Brighton,Premier League,20-188,2004,18,7,750,8.3,3,2,5,3,0,0,5,0,2.1,2.1,2.7,4.8,39,18,14,4,11,4,2
1549,Bojan Miovski,MKD,Att,Girona,La Liga,25-216,1999,10,9,637,7.1,2,1,3,2,0,0,0,0,2.6,2.6,0.1,2.8,3,2,11,4,10,9,6
1550,Rafa Mir,ESP,Cen.Att,Valencia,La Liga,27-222,1997,6,3,300,3.3,0,1,1,0,0,0,2,0,1.1,1.1,0.4,1.5,2,3,9,0,2,2,2
1551,Juan Miranda,ESP,Dif,Bologna,Serie A,25-007,2000,17,13,1.196,13.3,0,3,3,0,0,0,3,0,0.3,0.3,3.0,3.3,19,83,11,3,12,20,0
1552,Fabio Miretti,ITA,Cen.Att,Genoa,Serie A,21-176,2003,15,12,953,10.6,1,3,4,1,0,0,0,0,1.3,1.3,1.5,2.7,22,37,11,3,13,25,1
1553,Tyrick Mitchell,ENG,Dif,Crystal Palace,Premier League,25-147,1999,22,22,1.913,21.3,0,3,3,0,0,0,2,0,0.5,0.5,3.6,4.1,43,46,7,2,12,19,1
1554,Kaoru Mitoma,JPN,Att.Cen,Brighton,Premier League,27-251,1997,23,20,1.845,20.5,5,3,8,5,0,0,0,0,5.1,5.1,4.3,9.3,108,66,39,16,28,15,4
1555,Maximilian Mittelstädt,GER,Dif,Stuttgart,Bundesliga,27-314,1997,17,15,1.307,14.5,1,4,5,1,0,0,3,0,0.6,0.6,3.0,3.6,36,98,12,3,13,26,1
1556,Koji Miyoshi,JPN,Cen.Att,Bochum,Bundesliga,27-306,1997,12,6,407,4.5,1,0,1,1,0,0,0,1,0.9,0.9,0.7,1.6,10,12,10,4,9,3,2
1557,Henrikh Mkhitaryan,ARM,Cen,Inter,Serie A,36-005,1989,18,17,1.411,15.7,1,3,4,1,0,0,2,0,1.2,1.2,1.4,2.5,37,113,13,2,16,9,5
1558,Jakub Moder,POL,Cen,Brighton,Premier League,25-294,1999,4,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,2,4,0,0,0,0,0
1559,Rui Modesto,ANG,Dif,Udinese,Serie A,25-111,1999,8,1,155,1.7,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,3,5,1,1,1,2,0
1560,Luka Modrić,CRO,Cen,Real Madrid,La Liga,39-139,1985,20,7,864,9.6,1,3,4,1,0,0,5,0,1.0,1.0,3.9,5.0,26,82,11,3,13,8,0
1561,Max Moerstedt,GER,Att,Hoffenheim,Bundesliga,,,9,2,287,3.2,0,0,0,0,0,0,2,0,0.5,0.5,0.2,0.7,5,8,8,3,4,7,1
1562,Mostafa Mohamed,EGY,Att,Nantes,Ligue 1,27-059,1997,15,4,523,5.8,1,0,1,1,0,0,1,0,1.7,1.7,0.1,1.8,8,14,18,7,11,4,2
1563,Johan Mojica,COL,Dif,Mallorca,La Liga,32-158,1992,20,17,1.571,17.5,1,1,2,1,0,0,4,0,0.7,0.7,2.1,2.8,27,75,10,2,12,11,0
1564,David Mokwa,FRA,Att,Hoffenheim,Bundesliga,20-268,2004,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
1565,Alberto Moleiro,ESP,Att.Cen,Las Palmas,La Liga,21-118,2003,20,18,1.519,16.9,4,0,4,4,0,0,3,0,3.5,3.5,2.4,5.9,54,70,40,17,18,21,0
1566,Nahuel Molina,ARG,Dif,Atlético Madrid,La Liga,26-295,1998,15,12,1.008,11.2,0,3,3,0,0,0,0,0,0.5,0.5,1.3,1.9,25,40,6,1,6,2,0
1567,Florent Mollet,FRA,Cen.Att,Nantes,Ligue 1,33-068,1991,7,2,165,1.8,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.6,3,6,5,2,2,3,0
1568,Jon Moncayola,ESP,Cen.Att,Osasuna,La Liga,26-258,1998,19,15,1.237,13.7,0,0,0,0,0,0,7,0,0.9,0.9,1.9,2.9,14,57,14,4,23,6,0
1569,Gonzalo Montiel,ARG,Dif.Cen,Sevilla,La Liga,28-025,1997,6,1,113,1.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,3,2,1,0,3,1,0
1570,Lorenzo Montipò,ITA,Por,Hellas Verona,Serie A,28-341,1996,20,20,1.800,20.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0,0,5,0
1571,Mikey Moore,ENG,Att.Cen,Tottenham,Premier League,17-168,2007,5,1,103,1.1,0,1,1,0,0,0,0,0,0.2,0.2,0.2,0.4,8,5,2,0,2,3,0
1572,Álvaro Morata,ESP,Att.Cen,Milan,Serie A,32-095,1992,15,12,1.043,11.6,5,0,5,5,0,0,5,0,3.9,3.9,0.8,4.7,18,26,27,10,25,18,8
1573,Morato,BRA,Dif,Nott'ham Forest,Premier League,23-210,2001,16,2,445,4.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,9,1,0,6,1,0
1574,Diego Moreira,POR,Dif.Cen,Strasbourg,Ligue 1,20-173,2004,18,16,1.451,16.1,1,4,5,1,0,0,3,0,1.2,1.2,3.5,4.7,43,47,14,5,17,22,1
1575,Alberto Moreno,ESP,Dif,Como,Serie A,32-205,1992,17,17,1.344,14.9,0,0,0,0,0,0,4,0,0.3,0.3,0.9,1.2,20,58,10,4,14,10,1
1576,Álex Moreno,ESP,Dif,Nott'ham Forest,Premier League,31-232,1993,13,10,813,9.0,0,1,1,0,0,0,2,0,0.2,0.2,1.0,1.1,23,29,6,0,11,5,0
1577,Gerard Moreno,ESP,Att,Villarreal,La Liga,32-294,1992,11,5,539,6.0,3,1,4,0,3,3,0,0,4.1,1.7,2.2,3.9,8,33,22,9,9,7,1
1578,Matias Moreno,ARG,Dif,Fiorentina,Serie A,21-124,2003,1,1,58,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,3,0,0,3,0,0
1579,Tete Morente,ESP,Att.Cen,Lecce,Serie A,28-053,1996,17,11,1.012,11.2,3,1,4,3,0,0,2,0,1.7,1.7,0.4,2.1,22,53,18,7,10,11,0
1580,Mateu Morey,ESP,Dif,Mallorca,La Liga,24-330,2000,6,3,311,3.5,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,11,9,0,0,8,5,0
1581,Ilaix Moriba,GUI,Cen,Celta Vigo,La Liga,22-007,2003,17,11,990,11.0,0,1,1,0,0,0,6,1,0.5,0.5,1.1,1.6,21,61,15,4,12,33,0
1582,Manu Morlanes,ESP,Cen,Mallorca,La Liga,26-014,1999,16,12,1.031,11.5,0,0,0,0,0,0,5,0,0.4,0.4,0.2,0.6,14,64,9,0,11,10,0
1583,Nikola Moro,CRO,Cen,Bologna,Serie A,26-320,1998,13,10,803,8.9,0,2,2,0,0,0,0,0,0.4,0.4,0.6,0.9,11,68,9,2,15,8,0
1584,Raúl Moro,ESP,Att.Cen,Valladolid,La Liga,22-052,2002,19,14,1.306,14.5,3,1,4,3,0,0,1,0,1.8,1.8,3.2,5.1,64,50,24,7,3,13,7
1585,Sam Morsy,EGY,Cen,Ipswich Town,Premier League,33-138,1991,21,20,1.813,20.1,1,1,2,1,0,0,7,0,0.3,0.3,0.6,0.9,8,78,8,1,37,18,0
1586,Gabriel Moscardo,BRA,Cen,Reims,Ligue 1,19-120,2005,3,0,32,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,1,0,0,0,0
1587,Cristhian Mosquera,ESP,Dif,Valencia,La Liga,20-213,2004,20,20,1.789,19.9,0,0,0,0,0,0,5,0,0.2,0.2,0.0,0.2,19,58,3,1,9,18,0
1588,Daniel Mosquera,COL,Att,Hellas Verona,Serie A,25-098,1999,19,4,603,6.7,4,1,5,4,0,0,1,0,3.3,3.3,0.8,4.2,6,11,22,5,19,6,2
1589,Yerson Mosquera,COL,Dif,Wolves,Premier League,23-269,2001,5,5,441,4.9,0,0,0,0,0,0,2,0,0.3,0.3,0.1,0.4,0,7,2,0,6,7,1
1590,Dany Mota,POR,Cen.Att,Monza,Serie A,26-269,1998,16,12,1.013,11.3,4,0,4,4,0,0,2,0,2.8,2.8,0.6,3.4,33,23,22,4,12,13,2
1591,Yael Mouanga,FRA,Dif,Montpellier,Ligue 1,19-187,2005,2,2,178,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,4,0,0,2,0,0
1592,Aimen Moueffek,FRA,Cen,Saint-Étienne,Ligue 1,23-292,2001,12,5,496,5.5,0,0,0,0,0,0,0,0,0.7,0.7,0.2,0.9,6,15,5,2,10,2,2
1593,Youssoufa Moukoko,GER,Att.Cen,Nice,Ligue 1,20-067,2004,10,2,203,2.3,2,1,3,2,0,0,0,0,2.2,2.2,0.8,3.0,2,6,5,2,1,3,5
1594,Steve Mounié,BEN,Att.Cen,Augsburg,Bundesliga,30-119,1994,10,1,233,2.6,0,0,0,0,0,0,2,0,1.2,1.2,0.0,1.2,7,6,13,4,9,4,1
1595,Mason Mount,ENG,Cen.Att,Manchester Utd,Premier League,26-016,1999,8,4,247,2.7,0,0,0,0,0,0,2,0,0.4,0.4,0.1,0.5,2,8,3,2,8,4,0
1596,Santiago Mouriño,URU,Dif,Alavés,La Liga,22-348,2002,11,7,634,7.0,0,0,0,0,0,0,1,0,0.2,0.2,0.4,0.6,9,21,3,2,10,7,1
1597,Louis Mouton,FRA,Cen,Saint-Étienne,Ligue 1,22-237,2002,14,10,748,8.3,0,1,1,0,0,0,2,0,0.8,0.8,1.1,1.9,11,30,12,3,15,5,0
1598,Divin Mubama,ENG,Att,Manchester City,Premier League,20-093,2004,1,0,28,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0
1599,Mykhailo Mudryk,UKR,Att,Chelsea,Premier League,24-021,2001,7,1,151,1.7,0,0,0,0,0,0,0,0,0.3,0.3,1.0,1.2,7,5,1,1,2,2,1
