Pos.,Giocatore,Nazione,Ruolo,Squadra,Competizione,Età,Nato,PG,Tit,Min,90 min,Reti,Assist,G+A,R - Rig,Rigori,Rig T,Amm.,Esp.,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,Tiri totali,Tiri in porta,Falli commessi,Falli subiti,Fuorigioco
1313,Matthijs de Ligt,NED,Dif,Manchester Utd,Premier League,25-167,1999,20,17,1.483,16.5,1,0,1,1,0,0,3,0,1.6,1.6,0.3,1.9,4,34,12,6,13,9,1
1314,Pedro Lima,BRA,Dif,Wolves,Premier League,18-209,2006,1,1,58,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,3,3,0,0,0,0,0
1315,Victor Lindelöf,SWE,Dif.Cen,Manchester Utd,Premier League,30-193,1994,5,0,63,0.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,5,0,0,2,0,0
1316,Jesper Lindstrøm,DEN,Att,Everton,Premier League,24-332,2000,18,9,799,8.9,0,0,0,0,0,0,1,0,1.8,1.8,1.6,3.4,24,12,25,8,7,6,1
1317,Karol Linetty,POL,Cen,Torino,Serie A,29-359,1995,19,14,1.198,13.3,1,0,1,1,0,0,5,0,0.6,0.6,0.2,0.8,13,42,12,3,27,10,0
1318,Samuel Lino,BRA,Cen.Dif,Atlético Madrid,La Liga,25-034,1999,17,10,847,9.4,2,2,4,2,0,0,2,0,4.5,4.5,2.2,6.6,37,45,26,10,8,14,1
1319,Pol Lirola,ESP,Dif,Marseille,Ligue 1,27-166,1997,9,4,402,4.5,1,1,2,1,0,0,1,1,0.5,0.5,0.2,0.7,6,11,4,1,7,6,0
1320,Dailon Livramento,CPV,Att.Cen,Hellas Verona,Serie A,23-267,2001,15,6,624,6.9,1,1,2,1,0,0,1,1,1.4,1.4,0.7,2.1,15,9,11,3,12,5,8
1321,Valentino Livramento,ENG,Dif,Newcastle Utd,Premier League,22-075,2002,22,18,1.584,17.6,0,0,0,0,0,0,0,0,0.1,0.1,0.6,0.7,42,82,2,0,4,23,2
1322,Javier Llabrés,ESP,Att,Mallorca,La Liga,22-137,2002,1,1,57,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,3,3,1,0,0,1,1
1323,Diego Llorente,ESP,Dif,Betis,La Liga,31-163,1993,20,20,1.764,19.6,0,0,0,0,0,0,2,0,0.6,0.6,0.2,0.8,3,60,6,1,17,13,0
1324,Marcos Llorente,ESP,Dif.Cen,Atlético Madrid,La Liga,29-362,1995,16,12,1.050,11.7,2,2,4,2,0,0,0,1,0.4,0.4,2.7,3.1,39,48,9,4,9,9,2
1325,Gautier Lloris,FRA,Dif,Le Havre,Ligue 1,29-192,1995,18,18,1.619,18.0,2,1,3,2,0,0,3,0,1.0,1.0,0.8,1.8,10,73,6,2,14,6,2
1326,Giovani Lo Celso,ARG,Cen.Att,Betis,La Liga,28-292,1996,13,10,944,10.5,7,1,8,5,2,2,3,0,3.3,1.7,3.4,5.1,14,92,23,11,10,44,0
1327,Stanislav Lobotka,SVK,Cen,Napoli,Serie A,30-062,1994,18,17,1.523,16.9,0,1,1,0,0,0,3,0,0.2,0.2,0.9,1.1,17,66,4,0,14,21,0
1328,Manuel Locatelli,ITA,Cen,Juventus,Serie A,27-018,1998,20,19,1.540,17.1,0,2,2,0,0,0,5,0,0.3,0.3,0.9,1.1,20,150,8,2,25,11,1
1329,Ruben Loftus-Cheek,ENG,Cen,Milan,Serie A,29-003,1996,13,6,682,7.6,0,0,0,0,0,0,1,0,0.5,0.5,1.4,1.8,20,37,6,2,13,19,0
1330,Andy Logbo,FRA,Att,Le Havre,Ligue 1,20-265,2004,1,0,27,0.3,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,0,1,0,0,0,0
1331,Enzo Loiodice,FRA,Cen,Las Palmas,La Liga,24-060,2000,12,2,324,3.6,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.2,2,14,2,0,5,3,1
1332,Sean Longstaff,ENG,Cen,Newcastle Utd,Premier League,27-088,1997,18,8,721,8.0,0,0,0,0,0,0,2,0,0.6,0.6,0.2,0.8,4,38,6,1,8,5,0
1333,Ademola Lookman,NGA,Att.Cen,Atalanta,Serie A,27-098,1997,19,17,1.323,14.7,10,5,15,9,1,1,3,0,6.5,5.7,4.0,9.7,73,39,51,20,21,13,21
1334,Anthony Lopes,POR,Por,Nantes,Ligue 1,34-117,1990,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
1335,David López,ESP,Dif,Girona,La Liga,35-109,1989,19,18,1.657,18.4,1,0,1,1,0,0,3,0,0.5,0.5,0.0,0.6,12,84,8,1,5,10,1
1336,Diego López,ESP,Cen.Att,Valencia,La Liga,22-258,2002,20,18,1.482,16.5,3,2,5,3,0,0,1,0,2.1,2.1,2.8,4.9,45,46,19,6,12,20,11
1337,Fer López,,Att,Celta Vigo,La Liga,,,1,1,42,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,0,1,0,0,1,0
1338,Fermin López,ESP,Cen.Att,Barcelona,La Liga,21-260,2003,12,4,396,4.4,0,0,0,0,0,0,2,0,1.2,1.2,0.5,1.7,10,20,12,3,6,7,2
1339,Javi López,ESP,Dif,Real Sociedad,La Liga,22-307,2002,14,10,921,10.2,0,0,0,0,0,0,2,0,0.1,0.1,0.3,0.4,21,31,4,1,15,11,0
1340,Roberto López,ESP,Cen,Leganés,La Liga,24-277,2000,11,3,375,4.2,0,1,1,0,0,0,0,0,0.5,0.5,0.8,1.3,3,20,5,0,1,3,0
1341,Unai López,ESP,Cen,Rayo Vallecano,La Liga,29-088,1995,17,13,964,10.7,3,0,3,3,0,0,5,1,1.3,1.3,0.3,1.6,7,53,13,7,12,10,1
1342,Iker Losada,ESP,Cen.Att,Betis,La Liga,23-178,2001,10,3,336,3.7,0,0,0,0,0,0,0,0,0.5,0.5,0.3,0.8,9,14,5,1,1,2,0
1343,Anthony Losilla,FRA,Cen,Bochum,Bundesliga,38-322,1986,15,13,1.068,11.9,0,0,0,0,0,0,0,0,0.1,0.1,0.4,0.5,2,40,3,0,18,9,1
1344,Jordan Lotomba,SUI,Cen.Dif,Nice,Ligue 1,26-119,1998,2,0,35,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,3,0,0,2,0,1
1345,Tom Louchet,FRA,Dif.Cen,Nice,Ligue 1,21-267,2003,11,5,494,5.5,1,0,1,1,0,0,1,0,0.1,0.1,0.7,0.9,12,21,5,1,7,6,0
1346,Sandi Lovrić,SVN,Cen,Udinese,Serie A,26-304,1998,20,18,1.302,14.5,1,2,3,1,0,0,2,0,1.7,1.7,1.5,3.2,33,65,27,6,28,21,0
1347,Pol Lozano,ESP,Cen,Espanyol,La Liga,25-112,1999,16,14,1.106,12.3,0,0,0,0,0,0,7,0,0.0,0.0,0.4,0.4,8,64,2,1,32,9,0
1348,Lorenzo Lucca,ITA,Att,Udinese,Serie A,24-138,2000,20,15,1.325,14.7,7,0,7,7,0,0,5,0,3.0,3.0,0.4,3.3,9,10,31,12,38,29,5
1349,Jhon Lucumí,COL,Dif,Bologna,Serie A,26-214,1998,17,15,1.384,15.4,0,1,1,0,0,0,5,1,0.3,0.3,0.3,0.7,15,57,8,2,15,3,0
1350,Yannik Lührs,GER,Dif,Dortmund,Bundesliga,21-139,2003,3,1,127,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,1,0,0,2,0,0
1351,José Luis Gayà,ESP,Dif,Valencia,La Liga,29-246,1995,7,6,481,5.3,0,1,1,0,0,0,1,0,0.0,0.0,1.1,1.1,13,18,0,0,8,8,2
1352,José Luis Palomino,ARG,Dif,Cagliari,Serie A,35-021,1990,9,3,386,4.3,1,0,1,1,0,0,1,0,0.5,0.5,0.0,0.5,0,10,1,1,2,1,0
1353,Douglas Luiz,BRA,Cen,Juventus,Serie A,26-262,1998,13,3,438,4.9,0,0,0,0,0,0,2,0,0.5,0.5,0.6,1.2,16,30,6,2,11,5,0
1354,Romelu Lukaku,BEL,Att,Napoli,Serie A,31-258,1993,20,19,1.528,17.0,9,6,15,6,3,4,1,0,9.0,5.9,2.0,7.8,19,16,32,12,22,23,11
1355,Castello Lukeba,FRA,Dif,RB Leipzig,Bundesliga,22-040,2002,9,9,732,8.1,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,5,30,1,0,5,7,0
1356,Dodi Lukebakio,BEL,Att,Sevilla,La Liga,27-124,1997,21,20,1.719,19.1,9,0,9,8,1,1,1,0,6.5,5.7,1.8,7.5,87,43,56,26,18,31,12
1357,Saša Lukić,SRB,Cen,Fulham,Premier League,28-166,1996,17,16,1.329,14.8,0,2,2,0,0,0,9,0,0.7,0.7,2.1,2.7,24,56,9,0,39,17,0
1358,Milos Lukovic,SRB,Att.Cen,Strasbourg,Ligue 1,19-069,2005,2,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
1359,Joe Lumley,ENG,Por,Southampton,Premier League,29-346,1995,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
1360,Daniel Luna,COL,Cen,Mallorca,La Liga,21-264,2003,2,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0
1361,Andriy Lunin,UKR,Por,Real Madrid,La Liga,25-350,1999,3,3,270,3.0,0,1,1,0,0,0,0,0,0.0,0.0,0.9,0.9,0,0,0,0,0,1,0
1362,Massimo Luongo,AUS,Cen,Ipswich Town,Premier League,32-123,1992,6,2,170,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,5,0,0,1,2,0
1363,Sebastiano Luperto,ITA,Dif,Cagliari,Serie A,28-142,1996,22,22,1.980,22.0,1,3,4,1,0,0,2,0,2.0,2.0,1.2,3.2,15,63,18,5,14,11,1
1364,Zito Luvumbo,ANG,Att.Cen,Cagliari,Serie A,22-323,2002,16,12,994,11.0,1,1,2,1,0,0,2,0,1.2,1.2,1.6,2.8,41,23,16,2,33,31,5
1365,Charalambos Lykogiannis,GRE,Dif,Bologna,Serie A,31-096,1993,10,7,618,6.9,0,3,3,0,0,0,1,0,0.0,0.0,0.8,0.8,7,36,2,1,5,2,2
1366,Senne Lynen,BEL,Cen,Werder Bremen,Bundesliga,25-342,1999,17,17,1.442,16.0,0,0,0,0,0,0,5,0,0.4,0.4,0.5,0.8,6,54,10,1,18,16,0
1367,Othmane Maamma,MAR,Att.Cen,Montpellier,Ligue 1,19-112,2005,4,0,60,0.7,0,1,1,0,0,0,0,0,0.0,0.0,0.2,0.2,2,1,0,0,1,3,0
1368,Ian Maatsen,NED,Dif,Aston Villa,Premier League,22-322,2002,16,3,358,4.0,0,1,1,0,0,0,2,0,0.1,0.1,1.3,1.5,9,16,5,2,5,3,2
1369,Alexis Mac Allister,ARG,Cen,Liverpool,Premier League,26-033,1998,21,19,1.570,17.4,1,3,4,1,0,0,5,0,1.7,1.7,3.4,5.1,22,117,23,7,39,25,0
1370,Deiver Machado,COL,Dif.Cen,Lens,Ligue 1,31-146,1993,14,8,797,8.9,1,0,1,1,0,0,2,1,1.7,1.7,0.7,2.4,19,19,13,4,14,10,4
1371,Shuto Machino,JPN,Att.Cen,Holstein Kiel,Bundesliga,25-118,1999,18,12,982,10.9,7,1,8,6,1,1,1,0,3.2,2.5,0.8,3.3,13,31,21,11,7,7,5
1372,Darwin Machís,VEN,Att.Cen,Valladolid,La Liga,31-354,1993,7,5,304,3.4,0,0,0,0,0,0,0,0,0.7,0.7,0.1,0.7,5,11,7,0,2,3,2
1373,Yvann Macon,FRA,Dif,Saint-Étienne,Ligue 1,26-117,1998,4,4,286,3.2,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,8,15,2,0,8,2,0
1374,James Maddison,ENG,Cen,Tottenham,Premier League,28-064,1996,22,15,1.300,14.4,8,4,12,8,0,0,4,0,4.9,4.9,2.7,7.6,34,118,35,16,20,46,2
1375,Eros Maddy,NED,Dif,Auxerre,Ligue 1,23-356,2001,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,2,0,0
1376,Noni Madueke,ENG,Att,Chelsea,Premier League,22-322,2002,21,17,1.373,15.3,7,3,10,7,0,0,3,0,7.4,7.4,3.1,10.5,102,48,63,25,17,16,3
1377,Pablo Maffeo,ESP,Dif,Mallorca,La Liga,27-198,1997,16,15,1.230,13.7,0,1,1,0,0,0,2,0,0.2,0.2,3.1,3.3,20,37,5,1,8,23,0
1378,Gabriel Magalhães,BRA,Dif,Arsenal,Premier League,27-038,1997,21,21,1.808,20.1,3,1,4,3,0,0,3,0,2.4,2.4,0.8,3.2,5,90,19,5,16,14,0
1379,Soungoutou Magassa,FRA,Cen,Monaco,Ligue 1,21-110,2003,14,9,776,8.6,0,0,0,0,0,0,4,0,0.5,0.5,0.6,1.1,6,47,8,3,19,14,0
1380,Edmond-Paris Maghoma,ENG,Cen,Brentford,Premier League,23-263,2001,5,0,78,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,8,0,0,2,3,0
1381,Giangiacomo Magnani,ITA,Dif,Hellas Verona,Serie A,29-114,1995,17,11,1.065,11.8,1,0,1,1,0,0,2,0,1.1,1.1,0.0,1.2,4,31,11,2,8,11,0
1382,Hugo Magnetti,FRA,Cen,Brest,Ligue 1,26-241,1998,17,14,1.261,14.0,1,0,1,1,0,0,2,0,0.5,0.5,0.4,0.9,7,41,9,4,13,13,0
1383,Frank Magri,CMR,Att,Toulouse,Ligue 1,25-144,1999,16,4,407,4.5,0,0,0,0,0,0,1,1,1.0,1.0,0.2,1.2,8,14,14,3,5,6,2
1384,Harry Maguire,ENG,Dif,Manchester Utd,Premier League,31-327,1993,15,10,908,10.1,0,0,0,0,0,0,6,0,0.5,0.5,0.2,0.7,4,29,4,1,12,4,1
1385,Jon Magunazelaia,ESP,Cen,Real Sociedad,La Liga,24-197,2000,2,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0,1,1,0
1386,Arne Maier,GER,Cen,Augsburg,Bundesliga,26-018,1999,17,7,633,7.0,0,0,0,0,0,0,0,0,1.0,1.0,1.1,2.1,9,25,13,5,8,5,0
1387,Mike Maignan,FRA,Por,Milan,Serie A,29-207,1995,20,20,1.800,20.0,0,0,0,0,0,0,1,0,0.0,0.0,0.7,0.7,0,3,0,0,0,1,0
1388,Patrick Mainka,GER,Dif,Heidenheim,Bundesliga,30-081,1994,19,19,1.710,19.0,1,0,1,1,0,0,3,0,0.6,0.6,0.3,0.9,13,65,11,3,11,15,2
1389,Kobbie Mainoo,ENG,Cen,Manchester Utd,Premier League,19-282,2005,16,14,1.206,13.4,0,0,0,0,0,0,5,0,0.5,0.5,1.3,1.8,17,49,9,1,22,18,1
1390,Ainsley Maitland-Niles,ENG,Dif.Cen,Lyon,Ligue 1,27-150,1997,18,12,1.124,12.5,1,2,3,1,0,0,0,0,1.0,1.0,1.9,2.9,17,57,13,4,5,5,2
1391,Radosław Majecki,POL,Por,Monaco,Ligue 1,25-071,1999,9,9,810,9.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0
1392,Lovro Majer,CRO,Cen,Wolfsburg,Bundesliga,27-009,1998,4,2,145,1.6,2,0,2,1,1,1,1,0,1.1,0.4,0.0,0.4,2,2,2,1,5,3,0
1393,Jordy Makengo,FRA,Dif,Freiburg,Bundesliga,23-176,2001,10,1,197,2.2,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,5,3,0,0,0,1,0
1394,Antoine Makoumbou,CGO,Cen,Cagliari,Serie A,26-192,1998,18,15,1.170,13.0,0,1,1,0,0,0,2,1,0.3,0.3,0.4,0.7,4,55,6,0,13,12,0
1395,Nikola Maksimović,SRB,Dif,Montpellier,Ligue 1,33-062,1991,7,7,581,6.5,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.1,1,11,1,0,3,5,0
1396,Tyrell Malacia,NED,Dif,Manchester Utd,Premier League,25-162,1999,2,2,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,3,2,0,0,3,2,0
1397,Jarzinho Malanga,GER,Dif,Stuttgart,Bundesliga,18-200,2006,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
1398,Julián Malatini,ARG,Dif,Werder Bremen,Bundesliga,23-240,2001,9,5,449,5.0,1,1,2,1,0,0,1,0,0.2,0.2,0.5,0.7,8,22,3,1,9,5,0
1399,Daniel Maldini,ITA,Cen.Att,Monza,Serie A,23-107,2001,19,15,1.239,13.8,3,0,3,3,0,0,5,0,4.8,4.8,0.9,5.7,40,33,39,13,14,37,1
1400,Youssef Maleh,MAR,Cen,Empoli,Serie A,26-157,1998,18,13,1.181,13.1,0,1,1,0,0,0,2,0,0.5,0.5,0.9,1.4,7,62,14,3,27,24,1
1401,Donyell Malen,NED,Att.Cen,Dortmund,Bundesliga,26-017,1999,14,6,614,6.8,3,0,3,3,0,0,1,0,2.9,2.9,0.2,3.2,23,17,19,6,2,7,3
1402,Ruslan Malinovskyi,UKR,Cen.Att,Genoa,Serie A,31-267,1993,5,2,224,2.5,0,0,0,0,0,0,1,0,0.1,0.1,0.5,0.7,1,19,6,2,7,2,0
1403,Lennard Maloney,USA,Cen,Heidenheim,Bundesliga,25-110,1999,11,10,760,8.4,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.4,1,14,3,0,11,4,1
1404,Aaron Malouda,FRA,Att,Lille,Ligue 1,19-057,2005,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
1405,Giorgi Mamardashvili,GEO,Por,Valencia,La Liga,24-119,2000,16,16,1.440,16.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,1,0,0,0,0,2,0
1406,Dennis Man,ROU,Att.Cen,Parma,Serie A,26-153,1998,20,17,1.474,16.4,4,3,7,4,0,0,0,0,3.4,3.4,3.3,6.7,50,43,36,13,6,16,4
1407,Hianga Mananga Mbock,FRA,Cen,Brest,Ligue 1,25-029,1999,1,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,1,1,0,0
1408,Gianluca Mancini,ITA,Dif,Roma,Serie A,28-284,1996,21,20,1.748,19.4,1,0,1,1,0,0,4,0,0.7,0.7,0.8,1.5,37,95,11,3,28,17,4
1409,Steve Mandanda,FRA,Por,Rennes,Ligue 1,39-304,1985,16,16,1.395,15.5,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,0,0,0,0,1,0
1410,Reinildo Mandava,MOZ,Dif,Atlético Madrid,La Liga,31-005,1994,14,8,692,7.7,0,0,0,0,0,0,3,0,0.1,0.1,0.1,0.2,9,25,1,1,14,11,1
1411,Aïssa Mandi,ALG,Dif,Lille,Ligue 1,33-096,1991,15,13,1.112,12.4,0,0,0,0,0,0,2,0,0.2,0.2,0.2,0.3,8,59,4,1,4,8,1
1412,Rolando Mandragora,ITA,Cen,Fiorentina,Serie A,27-211,1997,12,6,506,5.6,0,0,0,0,0,0,3,0,0.5,0.5,1.1,1.6,5,29,11,5,8,12,0
1413,Orel Mangala,BEL,Cen,Everton,Premier League,26-314,1998,19,14,1.261,14.0,1,0,1,1,0,0,2,0,1.1,1.1,0.6,1.7,6,34,16,6,24,17,2
1414,Orel Mangala,BEL,Cen,Lyon,Ligue 1,26-314,1998,1,1,67,0.7,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,7,16,6,24,17,2
1415,Ryan Manning,IRL,Dif,Southampton,Premier League,28-226,1996,13,10,761,8.5,0,0,0,0,0,0,1,0,0.1,0.1,1.3,1.5,10,8,3,0,10,17,0
1416,Javier Manquillo,ESP,Dif,Celta Vigo,La Liga,30-266,1994,10,7,515,5.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,3,24,0,0,9,1,0
1417,Johan Manzambi,SUI,Cen.Att,Freiburg,Bundesliga,19-104,2005,2,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0
1418,Alberto Manzoni,ITA,Cen,Atalanta,Serie A,19-215,2005,1,0,6,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,1,0,1,1,0
1419,Sekou Mara,FRA,Att.Cen,Strasbourg,Ligue 1,22-180,2002,16,6,610,6.8,1,1,2,1,0,0,2,0,1.1,1.1,1.0,2.0,5,8,15,3,16,12,3
1420,Alessandro Marcandalli,ITA,Dif,Genoa,Serie A,22-123,2002,2,1,46,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0
1421,Marcão,BRA,Dif,Sevilla,La Liga,28-235,1996,10,5,458,5.1,0,0,0,0,0,0,5,1,0.0,0.0,0.0,0.0,0,17,0,0,7,9,0
1422,Solly March,ENG,Cen.Dif,Brighton,Premier League,30-190,1994,2,0,25,0.3,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,0,1,0,0,1,0
1423,Filip Marchwiński,POL,Cen,Lecce,Serie A,23-016,2002,1,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0
1424,Óscar de Marcos,ESP,Dif,Athletic Club,La Liga,35-287,1989,16,11,1.004,11.2,0,4,4,0,0,0,0,0,0.1,0.1,1.7,1.8,16,56,2,0,10,5,0
1425,Alberto Marí,ESP,Att,Valencia,La Liga,23-199,2001,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0
1426,Pablo Marí,ESP,Dif,Monza,Serie A,31-148,1993,19,19,1.628,18.1,0,0,0,0,0,0,4,1,0.2,0.2,0.1,0.3,5,58,2,0,27,5,0
1427,José María Giménez,URU,Dif,Atlético Madrid,La Liga,30-006,1995,16,13,1.249,13.9,0,0,0,0,0,0,3,0,0.3,0.3,0.0,0.3,1,36,4,1,8,7,0
1428,Luca Marianucci,ITA,Dif.Cen,Empoli,Serie A,20-187,2004,6,0,61,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,3,1,1,2,1,0
1429,Mirko Marić,CRO,Att.Cen,Monza,Serie A,29-255,1995,7,1,97,1.1,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,3,1,0,2,1,0
1430,Pablo Marín,ESP,Cen,Real Sociedad,La Liga,21-207,2003,6,0,97,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,1,5,0,0,5,2,0
1431,Răzvan Marin,ROU,Cen,Cagliari,Serie A,28-248,1996,21,11,1.060,11.8,3,2,5,1,2,2,4,0,2.2,0.6,2.9,3.6,18,59,15,5,21,8,0
1432,Guillermo Maripán,CHI,Dif,Torino,Serie A,30-265,1994,12,11,900,10.0,0,0,0,0,0,0,0,1,0.3,0.3,0.3,0.6,4,41,5,2,8,4,1
1433,Mika Màrmol,ESP,Dif,Las Palmas,La Liga,22-208,2002,15,13,1.139,12.7,0,0,0,0,0,0,2,0,0.2,0.2,0.4,0.5,12,48,6,0,19,3,1
1434,Omar Marmoush,EGY,Att,Manchester City,Premier League,25-354,1999,1,1,73,0.8,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.4,2,1,2,0,0,2,3
1435,Omar Marmoush,EGY,Att,Eint Frankfurt,Bundesliga,25-354,1999,17,17,1.448,16.1,15,9,24,13,2,2,2,0,8.8,7.3,6.2,13.5,73,50,2,0,0,2,3
1436,Mario Maroto,ESP,Cen,Valladolid,La Liga,21-059,2003,1,0,19,0.2,0,1,1,0,0,0,0,0,0.0,0.0,0.1,0.1,0,1,0,0,0,0,0
1437,Marquinhos,BRA,Dif,Paris S-G,Ligue 1,30-257,1994,13,11,1.016,11.3,0,0,0,0,0,0,3,0,0.4,0.4,0.2,0.6,21,87,5,1,13,4,1
1438,Aarón Martín,ESP,Dif,Genoa,Serie A,27-279,1997,20,20,1.726,19.2,0,1,1,0,0,0,4,0,0.5,0.5,2.4,2.9,31,51,10,3,25,14,2
1439,Carlos Martín,ESP,Att.Cen,Alavés,La Liga,22-279,2002,13,9,678,7.5,2,1,3,2,0,0,2,0,1.7,1.7,0.7,2.5,7,11,14,6,16,17,2
1440,Gerard Martín,ESP,Dif,Barcelona,La Liga,23-025,2002,11,4,390,4.3,0,1,1,0,0,0,2,0,0.0,0.0,0.4,0.4,6,16,0,0,6,2,0
1441,Iván Martín,ESP,Cen,Girona,La Liga,25-347,1999,16,14,1.171,13.0,1,0,1,1,0,0,1,0,0.7,0.7,1.6,2.2,32,83,4,1,13,10,0
1442,Jon Martin,ESP,Dif,Real Sociedad,La Liga,19-025,2006,3,0,135,1.5,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,5,3,0,7,0,0
1443,Jonas Martin,FRA,Cen,Brest,Ligue 1,34-292,1990,12,5,458,5.1,1,0,1,1,0,0,2,0,0.3,0.3,0.3,0.7,8,19,2,1,7,10,0
1444,Mario Martín,ESP,Cen,Valladolid,La Liga,20-327,2004,18,12,1.101,12.2,0,1,1,0,0,0,5,2,0.4,0.4,0.8,1.3,10,38,13,6,28,30,1
1445,Gabriel Martinelli,BRA,Att.Cen,Arsenal,Premier League,23-222,2001,21,15,1.368,15.2,6,2,8,6,0,0,1,0,3.9,3.9,2.7,6.6,74,26,26,13,10,14,5
1446,Arnau Martinez,ESP,Dif.Cen,Girona,La Liga,21-276,2003,17,15,1.338,14.9,2,2,4,2,0,0,2,0,0.9,0.9,1.8,2.6,23,103,10,3,8,21,0
1447,Emiliano Martínez,ARG,Por,Aston Villa,Premier League,32-146,1992,22,22,1.935,21.5,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,1,0,0,1,4,0
1448,Iñigo Martínez,ESP,Dif,Barcelona,La Liga,33-254,1991,18,18,1.600,17.8,0,1,1,0,0,0,3,0,0.3,0.3,1.6,1.9,48,155,9,2,10,18,0
1449,Javi Martínez,ESP,Cen,Osasuna,La Liga,25-035,1999,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0
1450,Lautaro Martínez,ARG,Att,Inter,Serie A,27-157,1997,18,18,1.480,16.4,8,2,10,8,0,0,0,0,8.0,8.0,1.4,9.5,18,32,58,24,23,26,14
1451,Lisandro Martínez,ARG,Dif,Manchester Utd,Premier League,27-008,1998,18,18,1.580,17.6,1,1,2,1,0,0,7,0,1.2,1.2,1.1,2.3,18,100,14,5,20,4,0
1452,Lucas Martínez Quarta,ARG,Dif,Fiorentina,Serie A,28-261,1996,8,4,351,3.9,1,0,1,1,0,0,1,0,0.7,0.7,0.0,0.7,3,14,3,1,8,2,0
1453,Toni Martínez,ESP,Att,Alavés,La Liga,27-210,1997,15,5,545,6.1,3,0,3,3,0,0,0,0,1.6,1.6,0.5,2.1,5,7,26,9,10,5,2
1454,Kevin Martins,ITA,Cen.Dif,Monza,Serie A,19-361,2005,5,0,83,0.9,0,1,1,0,0,0,0,0,0.0,0.0,0.4,0.4,1,1,0,0,2,2,0
1455,Javi Martón,ESP,Att.Cen,Athletic Club,La Liga,25-265,1999,3,0,53,0.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,1
1456,Adam Marušić,MNE,Dif,Lazio,Serie A,32-101,1992,19,10,1.058,11.8,1,0,1,1,0,0,1,0,0.2,0.2,0.3,0.4,6,38,5,3,6,6,0
