Pos.,Giocatore,Nazione,Ruolo,Squadra,Età,Nato,PG,Tit,Min,90 min,Reti,Assist,G+A,R - Rig,Rigori,Rig T,Amm.,Esp.,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,Tiri totali,Tiri in porta,Falli commessi,Falli subiti,Fuorigioco
376,Randal Kolo Muani,FRA,Att,Paris S-G,26-055,1998,4,0,107,1.2,0,0,0,0,0,0,0,0,0.9,0.9,0.3,1.2,2,4,7,1,3,2,0
377,Ibrahima Konaté,FRA,Dif,Liverpool,25-249,1999,5,5,447,5.0,1,0,1,1,0,0,2,0,0.4,0.4,0.0,0.4,1,13,1,1,3,5,0
378,Karim Konaté,CIV,Att,RB Salzburg,20-314,2004,5,4,318,3.5,2,0,2,2,0,1,0,0,2.8,2.0,0.1,2.1,4,0,11,4,8,5,3
379,Yukhym Konoplia,UKR,Dif,Shakhtar,25-156,1999,7,5,465,5.2,0,2,2,0,0,0,1,0,0.2,0.2,0.6,0.9,5,8,3,0,6,1,0
380,Ezri Konsa,ENG,Dif,Aston Villa,27-098,1997,6,6,540,6.0,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,2,9,2,0,4,12,0
381,Teun Koopmeiners,NED,Cen,Juventus,26-336,1998,6,6,525,5.8,0,0,0,0,0,0,2,0,1.2,1.2,1.5,2.7,11,13,9,1,11,3,4
382,Odilon Kossounou,CIV,Dif,Atalanta,24-025,2001,4,2,267,3.0,0,2,2,0,0,0,1,0,0.2,0.2,0.3,0.5,2,12,3,0,7,0,0
383,Jules Koundé,FRA,Dif,Barcelona,26-078,1998,7,7,613,6.8,0,3,3,0,0,0,1,0,0.6,0.6,1.5,2.1,14,21,4,2,5,4,0
384,Moussa Kounfolo Yeo,MLI,Att.Cen,RB Salzburg,20-242,2004,5,4,274,3.0,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.3,7,5,5,0,8,2,2
385,Mateo Kovačić,CRO,Cen,Manchester City,30-268,1994,3,2,174,1.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.1,4,19,1,0,2,2,0
386,Matej Kovar,CZE,Por,Leverkusen,24-257,2000,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
387,Ermal Krasniqi,KVX,Att,Sparta Prague,26-144,1998,6,1,159,1.8,0,0,0,0,0,0,1,0,0.5,0.5,0.1,0.6,0,2,1,0,6,3,0
388,Ladislav Krejčí,CZE,Dif,Girona,25-284,1999,7,7,630,7.0,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,4,36,3,2,7,4,1
389,Rade Krunić,BIH,Cen,Red Star,31-114,1993,7,7,574,6.4,1,2,3,1,0,0,2,0,0.4,0.4,0.6,1.0,11,29,4,2,7,5,0
390,Dmytro Kryskiv,UKR,Cen,Shakhtar,24-115,2000,7,6,584,6.5,0,0,0,0,0,0,2,0,0.1,0.1,0.7,0.9,7,18,3,0,8,5,0
391,Juraj Kucka,SVK,Cen,Slovan Bratislava,37-338,1987,3,3,249,2.8,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,9,1,1,3,4,0
392,Nicolas-Gerrit Kühn,GER,Att,Celtic,25-028,2000,7,7,550,6.1,2,1,3,2,0,0,1,0,0.9,0.9,2.6,3.4,18,21,5,2,5,4,3
393,Wessel Kuhn,NED,Att,PSV Eindhoven,18-135,2006,1,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0
394,Sandro Kulenović,CRO,Att,Dinamo Zagreb,25-056,1999,6,4,406,4.5,3,0,3,3,0,0,2,0,1.5,1.5,0.0,1.5,2,1,7,4,3,4,1
395,Qazim Laçi,ALB,Cen,Sparta Prague,29-010,1996,7,6,517,5.7,1,0,1,1,0,0,0,0,0.9,0.9,0.1,1.0,4,23,6,1,5,4,0
396,Konrad Laimer,AUT,Dif,Bayern Munich,27-247,1997,6,5,404,4.5,1,0,1,1,0,0,0,0,0.4,0.4,0.2,0.6,16,31,4,1,8,5,1
397,Kenny Lala,MAD,Dif,Brest,33-118,1991,6,6,540,6.0,0,0,0,0,0,0,1,0,0.1,0.1,0.8,0.9,11,23,4,0,2,5,0
398,Mohamed Lamine Bayo,GUI,Att,Lille,26-239,1998,2,1,75,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,1,1,0,2,0,2
399,Noa Lang,NED,Att.Cen,PSV Eindhoven,25-226,1999,7,5,407,4.5,1,1,2,1,0,0,1,0,0.8,0.8,0.7,1.4,27,22,11,5,0,6,2
400,Sandro Lauper,SUI,Dif.Cen,Young Boys,28-096,1996,6,5,428,4.8,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.3,2,14,4,1,4,3,0
401,Dimitri Lavalée,BEL,Dif,Sturm Graz,28-016,1997,6,6,536,6.0,0,0,0,0,0,0,2,1,0.0,0.0,0.5,0.5,3,18,2,1,10,4,0
402,Julien Le Cardinal,FRA,Dif,Brest,27-179,1997,3,3,235,2.6,1,0,1,1,0,0,3,0,0.6,0.6,0.0,0.6,0,3,2,1,5,3,0
403,Robin Le Normand,ESP,Dif,Atlético Madrid,28-079,1996,2,1,91,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,3,1,0,2,0,0
404,Rafael Leão,POR,Att,Milan,25-233,1999,7,6,540,6.0,3,1,4,3,0,0,1,0,2.0,2.0,1.5,3.5,25,22,13,9,6,8,3
405,Richy Ledezma,USA,Dif.Cen,PSV Eindhoven,24-145,2000,6,2,227,2.5,0,0,0,0,0,0,1,0,0.0,0.0,0.4,0.4,5,23,0,0,4,1,1
406,Pierre Lees-Melou,FRA,Cen,Brest,31-249,1993,2,2,180,2.0,1,0,1,1,0,0,1,0,0.1,0.1,0.0,0.2,3,7,5,1,2,5,0
407,Clément Lenglet,FRA,Dif,Atlético Madrid,29-226,1995,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,10,0,0,3,1,1
408,Robert Lewandowski,POL,Att,Barcelona,36-161,1988,7,7,564,6.3,9,0,9,6,3,3,0,0,7.5,5.1,1.3,6.5,5,14,18,7,6,13,1
409,Jamie Leweling,GER,Att.Cen,Stuttgart,23-338,2001,4,4,332,3.7,2,1,3,2,0,0,0,0,1.8,1.8,0.7,2.5,22,13,20,9,4,1,1
410,Rico Lewis,ENG,Dif.Cen,Manchester City,20-069,2004,7,6,585,6.5,0,1,1,0,0,0,0,0,0.6,0.6,2.4,3.0,19,58,6,4,2,9,2
411,Myles Lewis-Skelly,ENG,Dif,Arsenal,18-125,2006,3,1,83,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,7,0,0,2,2,0
412,Samuel Lino,BRA,Cen.Dif,Atlético Madrid,25-037,1999,7,2,233,2.6,0,2,2,0,0,0,0,0,1.0,1.0,0.9,2.0,23,12,11,2,1,7,1
413,Marcos Llorente,ESP,Dif.Cen,Atlético Madrid,29-365,1995,5,5,392,4.4,1,4,5,1,0,0,0,0,0.2,0.2,1.9,2.1,14,20,7,2,4,1,0
414,Manuel Locatelli,ITA,Cen,Juventus,27-021,1998,6,5,452,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,3,32,1,1,8,8,1
415,Ruben Loftus-Cheek,ENG,Cen,Milan,29-006,1996,6,4,281,3.1,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,9,7,2,2,1,5,0
416,Ademola Lookman,NGA,Att.Cen,Atalanta,27-101,1997,6,5,434,4.8,4,1,5,4,0,0,0,0,3.9,3.9,2.8,6.7,27,16,22,9,4,4,3
417,David López,ESP,Dif,Girona,35-112,1989,5,4,368,4.1,1,0,1,1,0,0,1,0,0.4,0.4,0.0,0.4,1,15,2,1,3,3,0
418,Fermin López,ESP,Att.Cen,Barcelona,21-263,2003,5,2,219,2.4,1,2,3,1,0,0,1,0,1.0,1.0,1.5,2.5,4,4,9,6,4,3,0
419,Jordan Lotomba,SUI,Dif,Feyenoord,26-122,1998,5,4,280,3.1,0,0,0,0,0,0,0,0,0.5,0.5,0.1,0.6,4,6,3,1,3,3,0
420,Hirving Lozano,MEX,Att.Cen,PSV Eindhoven,29-183,1995,2,0,35,0.4,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,3,2,4,1,0,0,0
421,Jhon Lucumí,COL,Dif,Bologna,26-217,1998,7,6,530,5.9,1,0,1,1,0,0,2,0,0.6,0.6,0.0,0.6,6,26,3,1,5,3,0
422,Florentino Luís,POR,Cen,Benfica,25-163,1999,6,6,488,5.4,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,1,6,0,0,11,2,0
423,Douglas Luiz,BRA,Cen,Juventus,26-265,1998,4,1,127,1.4,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,3,8,3,0,3,2,0
424,Castello Lukeba,FRA,Dif,RB Leipzig,22-043,2002,4,4,360,4.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,7,17,1,0,5,6,0
425,Andriy Lunin,UKR,Por,Real Madrid,25-353,1999,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
426,Charalambos Lykogiannis,GRE,Dif,Bologna,31-099,1993,4,4,324,3.6,0,1,1,0,0,0,2,0,0.1,0.1,1.5,1.6,3,17,3,1,3,5,1
427,Ian Maatsen,NED,Dif.Att,Aston Villa,22-325,2002,6,2,247,2.7,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,6,10,2,0,2,2,0
428,Alexis Mac Allister,ARG,Cen,Liverpool,26-036,1998,6,5,494,5.5,2,0,2,2,0,0,4,0,1.4,1.4,1.5,2.9,3,37,7,3,7,7,0
429,Daizen Maeda,JPN,Att,Celtic,27-101,1997,7,7,578,6.4,3,0,3,3,0,0,1,1,1.8,1.8,0.6,2.5,12,8,11,5,7,4,4
430,Gabriel Magalhães,BRA,Dif,Arsenal,27-041,1997,6,6,533,5.9,1,0,1,1,0,0,1,0,1.1,1.1,0.0,1.1,2,27,7,1,3,4,0
431,Soungoutou Magassa,FRA,Cen,Monaco,21-113,2003,5,2,208,2.3,1,0,1,1,0,0,0,0,0.2,0.2,0.1,0.2,2,11,2,1,4,0,0
432,Hugo Magnetti,FRA,Cen,Brest,26-244,1998,7,6,542,6.0,1,0,1,1,0,0,0,0,0.5,0.5,0.2,0.8,4,19,7,3,11,6,0
433,Mike Maignan,FRA,Por,Milan,29-210,1995,7,7,590,6.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0,0,4,0
434,Radosław Majecki,POL,Por,Monaco,25-074,1999,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,2,0
435,Róbert Mak,SVK,Att.Cen,Slovan Bratislava,33-327,1991,6,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,2,0,3,1,1
436,Andrija Maksimović,SRB,Cen.Att,Red Star,17-238,2007,6,5,350,3.9,0,0,0,0,0,0,2,0,0.3,0.3,0.0,0.3,6,18,6,1,5,4,1
437,Jarzinho Malanga,GER,Att.Cen,Stuttgart,18-203,2006,3,0,39,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0
438,Donyell Malen,NED,Att,Dortmund,26-020,1999,5,3,237,2.6,2,1,3,2,0,0,1,0,1.6,1.6,0.9,2.5,5,3,9,5,2,6,4
439,Darian Males,SUI,Att.Cen,Young Boys,23-271,2001,6,2,238,2.6,0,0,0,0,0,0,1,0,0.6,0.6,0.1,0.7,3,7,6,2,4,5,0
440,Arjan Malic,SVN,Dif,Sturm Graz,19-154,2005,2,1,94,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,3,0,0,0,0,0
441,Reinildo Mandava,MOZ,Dif,Atlético Madrid,31-008,1994,5,2,270,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,8,13,0,0,5,5,0
442,Aïssa Mandi,ALG,Dif,Lille,33-099,1991,5,4,319,3.5,0,0,0,0,0,0,3,1,0.0,0.0,0.1,0.1,2,5,0,0,7,2,1
443,Nino Marcelli,SVK,Att.Dif,Slovan Bratislava,19-245,2005,7,2,270,3.0,1,0,1,1,0,0,0,0,0.5,0.5,0.2,0.6,6,7,7,1,1,3,0
444,José María Giménez,URU,Dif,Atlético Madrid,30-009,1995,6,6,540,6.0,1,0,1,1,0,0,4,0,0.3,0.3,0.0,0.3,3,24,4,2,2,4,0
445,Marquinhos,BRA,Dif,Paris S-G,30-260,1994,7,7,630,7.0,0,0,0,0,0,0,1,0,0.5,0.5,0.1,0.6,4,60,6,2,4,1,0
446,Gerard Martín,ESP,Dif,Barcelona,23-028,2002,4,2,179,2.0,0,1,1,0,0,0,0,0,0.0,0.0,0.6,0.6,1,9,0,0,2,2,0
447,Iván Martín,ESP,Cen,Girona,25-350,1999,6,4,263,2.9,0,0,0,0,0,0,2,0,1.1,1.1,0.0,1.1,4,9,3,0,4,3,0
448,Jonas Martin,FRA,Cen,Brest,34-295,1990,4,0,72,0.8,0,0,0,0,0,0,0,0,0.8,0.8,0.0,0.8,1,5,3,3,0,1,0
449,Gabriel Martinelli,BRA,Att.Cen,Arsenal,23-225,2001,7,7,581,6.5,1,1,2,1,0,0,2,0,2.0,2.0,1.7,3.7,29,12,11,5,8,3,1
450,Arnau Martinez,ESP,Dif.Cen,Girona,21-279,2003,4,4,324,3.6,0,0,0,0,0,0,2,1,0.0,0.0,0.3,0.3,8,13,1,1,4,4,1
451,Emiliano Martínez,ARG,Por,Aston Villa,32-149,1992,7,7,630,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,2,0
452,Iñigo Martínez,ESP,Dif,Barcelona,33-257,1991,6,6,533,5.9,2,1,3,2,0,0,1,0,0.7,0.7,0.9,1.6,11,41,4,2,5,3,0
453,Lautaro Martínez,ARG,Att,Inter,27-160,1997,7,3,324,3.6,2,0,2,2,0,0,1,0,1.4,1.4,0.3,1.7,4,11,10,8,2,6,1
454,Eliot Matazo,BEL,Cen,Monaco,22-349,2002,3,0,27,0.3,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,2,1,1,0,0,0,0
455,Mykola Matviyenko,UKR,Dif,Shakhtar,28-272,1996,7,7,630,7.0,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,4,24,3,0,2,2,0
456,Christian Mawissa,FRA,Dif,Monaco,19-286,2005,4,2,204,2.3,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,2,4,0,0,4,0,0
457,Senny Mayulu,FRA,Cen,Paris S-G,18-257,2006,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
458,Samuel Mbangula,BEL,Att,Juventus,21-013,2004,4,1,91,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,2,0,0,0,2,2
459,Kylian Mbappé,FRA,Att,Real Madrid,26-040,1998,7,6,498,5.5,3,1,4,3,0,1,0,0,5.4,4.6,0.5,5.1,30,15,25,13,3,3,2
460,Nathanael Mbuku,COD,Att,Dinamo Zagreb,22-319,2002,1,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,0,0,1,0,0
461,James Mcatee,ENG,Cen.Att,Manchester City,22-103,2002,4,0,96,1.1,1,0,1,1,0,0,1,0,0.3,0.3,0.1,0.4,5,8,5,3,4,1,0
462,Luke McCowan,SCO,Cen,Celtic,27-051,1997,2,0,43,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,2,1,1,0,0,0
463,John McGinn,SCO,Att.Cen,Aston Villa,30-103,1994,5,5,376,4.2,2,1,3,2,0,0,0,0,1.5,1.5,0.1,1.6,3,17,10,4,1,5,0
464,Callum McGregor,SCO,Cen,Celtic,31-229,1993,7,7,630,7.0,0,0,0,0,0,0,0,0,0.1,0.1,0.5,0.6,8,36,3,2,6,3,0
465,Weston McKennie,USA,Cen.Dif,Juventus,26-154,1998,6,3,278,3.1,2,0,2,2,0,0,0,0,1.2,1.2,0.3,1.6,1,17,4,3,2,0,0
466,Brandon Mechele,BEL,Dif,Club Brugge,32-001,1993,7,7,630,7.0,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.2,0,9,4,1,10,2,1
467,Jurij Medvedev,,Cen,Slovan Bratislava,28-225,1996,3,2,163,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,0
468,Bjorn Meijer,NED,Dif.Att,Club Brugge,21-317,2003,2,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1
469,John Mellberg,SWE,Dif,RB Salzburg,18-183,2006,1,1,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,1,0,0,2,0,0
470,Nuno Mendes,POR,Dif,Paris S-G,22-224,2002,7,7,622,6.9,1,0,1,1,0,0,3,0,0.5,0.5,0.9,1.4,25,61,7,1,9,13,1
471,Ferland Mendy,FRA,Dif,Real Madrid,29-235,1995,6,6,443,4.9,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,2,11,0,0,6,2,0
472,Mikel Merino,ESP,Cen,Arsenal,28-221,1996,5,2,228,2.5,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.3,2,7,3,2,4,3,0
473,Idjessi Metsoko,FRA,Att,Slovan Bratislava,22-321,2002,6,1,137,1.5,1,0,1,1,0,0,0,0,0.4,0.4,0.0,0.4,1,1,1,1,3,4,0
474,Thomas Meunier,BEL,Dif,Lille,33-139,1991,6,4,346,3.8,0,1,1,0,0,0,2,0,0.2,0.2,0.5,0.7,6,20,4,3,4,1,1
475,Alexander Meyer,GER,Por,Dortmund,33-291,1991,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
476,Lucas Michal,FRA,Cen,Monaco,19-222,2005,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1
477,Simon Mignolet,BEL,Por,Club Brugge,36-329,1988,7,7,630,7.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0
478,Antoni Milambo,NED,Cen.Att,Feyenoord,19-301,2005,6,6,492,5.5,3,1,4,3,0,0,0,0,1.0,1.0,0.8,1.8,7,16,9,4,3,4,0
479,Éder Militão,BRA,Dif,Real Madrid,27-011,1998,4,3,281,3.1,0,0,0,0,0,0,2,0,0.2,0.2,0.2,0.5,2,12,4,0,3,2,0
480,Enzo Millot,FRA,Att.Cen,Stuttgart,22-196,2002,7,7,598,6.6,2,3,5,2,0,1,0,0,2.6,1.8,2.7,4.5,11,41,18,7,5,10,2
481,Milson,ANG,Att,Red Star,25-109,1999,5,2,171,1.9,2,0,2,2,0,0,0,0,0.8,0.8,0.1,1.0,10,5,5,2,2,8,1
482,Ognjen Mimovic,SRB,Dif,Red Star,20-165,2004,4,4,280,3.1,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,5,8,2,1,0,1,0
483,Kim Min-jae,KOR,Dif,Bayern Munich,28-075,1996,7,7,571,6.3,1,0,1,1,0,0,0,0,0.4,0.4,0.2,0.6,2,38,1,1,4,0,0
484,Takumi Minamino,JPN,Cen.Att,Monaco,30-013,1995,6,4,392,4.4,2,1,3,2,0,0,0,0,2.2,2.2,0.7,2.9,9,16,11,4,4,5,3
485,Tyrone Mings,ENG,Dif,Aston Villa,31-322,1993,2,2,155,1.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,13,0,0,4,0,0
486,Kim Minsu,KOR,Cen,Girona,19-010,2006,1,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0
487,Bojan Miovski,MKD,Att,Girona,25-219,1999,4,3,273,3.0,0,0,0,0,0,1,0,0,1.6,0.8,0.0,0.8,0,1,6,3,4,6,1
488,Juan Miranda,ESP,Dif,Bologna,25-010,2000,4,2,215,2.4,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,8,1,0,3,1,0
489,Josip Mišić,CRO,Cen,Dinamo Zagreb,30-215,1994,5,4,392,4.4,0,1,1,0,0,0,0,0,0.1,0.1,0.4,0.4,4,18,3,0,6,3,1
490,Jeyland Mitchell,CRC,Dif,Feyenoord,20-122,2004,2,0,35,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,1,0,0,1,0
491,Maximilian Mittelstädt,GER,Dif,Stuttgart,27-317,1997,7,7,614,6.8,0,2,2,0,0,0,1,0,0.6,0.6,1.1,1.7,10,37,3,2,5,8,0
492,Henrikh Mkhitaryan,ARM,Cen,Inter,36-008,1989,6,3,282,3.1,0,0,0,0,0,0,1,0,0.7,0.7,0.3,0.9,13,24,7,1,2,5,1
493,Samy Mmaee,MAR,Dif,Dinamo Zagreb,28-143,1996,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0,0,0,0
494,Luka Modrić,CRO,Cen,Real Madrid,39-142,1985,7,4,362,4.0,0,2,2,0,0,0,2,0,0.1,0.1,1.0,1.1,6,31,2,1,5,1,0
495,Nahuel Molina,ARG,Dif,Atlético Madrid,26-298,1998,5,3,339,3.8,1,0,1,1,0,0,0,0,0.4,0.4,0.1,0.5,4,8,1,1,1,1,0
496,Joel Monteiro,SUI,Att.Cen,Young Boys,25-177,1999,7,6,534,5.9,0,0,0,0,0,0,2,0,0.6,0.6,0.1,0.8,14,16,9,1,7,7,2
497,Álvaro Morata,ESP,Att,Milan,32-098,1992,6,5,346,3.8,1,1,2,1,0,0,3,0,1.1,1.1,0.4,1.5,2,5,6,3,5,9,0
498,Leandro Morgalla,GER,Dif,RB Salzburg,20-138,2004,2,1,77,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,7,1,0,1,1,0
499,Hidemasa Morita,JPN,Cen,Sporting CP,29-264,1995,6,4,343,3.8,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,2,14,2,1,7,2,0
500,Nikola Moro,CRO,Cen,Bologna,26-323,1998,6,4,300,3.3,0,0,0,0,0,0,1,0,0.1,0.1,0.6,0.7,0,13,4,1,4,1,0
501,Ngal'Ayel Mukau,COD,Cen,Lille,20-060,2004,5,3,315,3.5,2,0,2,2,0,0,0,0,0.8,0.8,0.1,0.8,3,7,4,2,1,1,0
502,Nordi Mukiele,FRA,Dif,Leverkusen,27-089,1997,3,3,207,2.3,1,1,2,1,0,0,0,0,0.3,0.3,0.1,0.4,7,12,3,1,0,2,0
503,Thomas Müller,GER,Cen.Att,Bayern Munich,35-138,1989,6,2,192,2.1,1,1,2,1,0,0,1,0,0.5,0.5,0.8,1.3,5,7,4,1,2,0,0
504,Yunus Musah,USA,Att.Cen,Milan,22-061,2002,5,3,292,3.2,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.3,12,12,3,0,5,3,0
505,Jamal Musiala,GER,Cen,Bayern Munich,21-338,2003,7,5,480,5.3,2,3,5,2,0,0,1,0,2.3,2.3,3.3,5.7,29,35,23,9,3,12,2
506,Alen Mustafić,BIH,Cen,Slovan Bratislava,25-208,1999,3,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,0,0,0,1,1,0
507,Chris Nadje,FRA,Cen.Att,Feyenoord,23-168,2001,3,0,90,1.0,0,0,0,0,0,0,0,1,0.1,0.1,0.0,0.1,1,3,1,1,2,1,0
508,Adamo Nagalo,BFA,Dif,PSV Eindhoven,22-129,2002,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
509,Cherif Ndiaye,SEN,Att,Red Star,29-006,1996,7,6,484,5.4,2,1,3,1,1,1,2,0,1.9,1.1,0.7,1.9,3,7,5,2,10,22,6
510,Dan Ndoye,SUI,Att.Cen,Bologna,24-096,2000,7,6,526,5.8,0,0,0,0,0,0,0,0,1.1,1.1,0.8,1.8,33,25,13,0,3,19,5
511,Kosta Nedeljković,SRB,Att.Dif,Aston Villa,19-044,2005,2,0,31,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
512,Manuel Neuer,GER,Por,Bayern Munich,38-308,1986,6,6,495,5.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,5,0,0,0,1,0
513,João Neves,POR,Cen,Paris S-G,20-124,2004,7,6,544,6.0,1,0,1,1,0,0,0,0,1.4,1.4,0.4,1.8,12,45,17,4,7,9,1
514,Ivan Nevistić,CRO,Por,Dinamo Zagreb,26-182,1998,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
515,Newerton,BRA,Att.Cen,Shakhtar,19-240,2005,3,0,80,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,1,0,2,1,1
516,Abdoulaye Niakhate Ndiaye,SEN,Dif,Brest,22-294,2002,2,2,180,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,6,0,0,1,4,0
517,Cheikh Niasse,SEN,Cen.Dif,Young Boys,25-010,2000,5,4,341,3.8,0,1,1,0,0,0,2,0,0.1,0.1,0.1,0.1,6,15,2,0,5,7,0
518,Casper Nielsen,DEN,Cen.Att,Club Brugge,30-275,1994,4,1,94,1.0,1,0,1,1,0,0,1,0,0.4,0.4,0.0,0.4,1,3,3,2,1,2,0
519,Bart Nieuwkoop,NED,Dif.Cen,Feyenoord,28-328,1996,4,4,286,3.2,0,1,1,0,0,0,0,0,0.2,0.2,0.2,0.4,0,11,2,0,8,1,0
520,Gustaf Nilsson,SWE,Att,Club Brugge,27-251,1997,3,1,113,1.3,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.5,0,3,3,0,2,2,2
521,Felix Nmecha,GER,Cen,Dortmund,24-111,2000,7,5,488,5.4,1,1,2,1,0,0,1,0,0.3,0.3,0.3,0.6,6,27,6,2,7,13,0
522,Alexander Nübel,GER,Por,Stuttgart,28-121,1996,7,7,630,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
523,Matheus Nunes,POR,Cen.Dif,Manchester City,26-155,1998,6,5,441,4.9,1,3,4,0,1,1,1,0,0.9,0.2,2.0,2.2,26,26,4,2,6,5,2
524,Darwin Núñez,URU,Att,Liverpool,25-219,1999,7,5,394,4.4,1,0,1,1,0,0,1,0,2.8,2.8,0.4,3.2,12,10,15,10,8,3,3
525,Antonio Nusa,NOR,Cen,RB Leipzig,19-287,2005,7,5,428,4.8,0,0,0,0,0,0,0,0,0.5,0.5,0.6,1.1,18,14,7,2,1,8,0
526,Ethan Nwaneri,ENG,Att.Cen,Arsenal,17-314,2007,4,0,67,0.7,0,0,0,0,0,0,0,0,0.2,0.2,0.3,0.6,4,3,4,3,2,0,0
527,Armando Obispo,NED,Cen,PSV Eindhoven,25-330,1999,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0
528,Jan Oblak,SVN,Por,Atlético Madrid,32-022,1993,7,7,630,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
529,Jens Odgaard,DEN,Att.Cen,Bologna,25-304,1999,4,0,114,1.3,0,1,1,0,0,0,1,0,0.2,0.2,0.5,0.7,2,6,2,1,5,2,3
